sampling_week,normalized_concentration_rolling_average,population,region,fraction_covered
2021-03-03,192.3874504136573,"2,000,000-5,000,000",South,0.0289626036433165
2021-03-10,179.58218234651056,"2,000,000-5,000,000",South,0.0263873003794884
2021-03-17,169.59567087013167,"2,000,000-5,000,000",South,0.0289626036433165
2021-03-24,151.52620377313076,"2,000,000-5,000,000",South,0.0263873003794884
2021-03-31,175.0142523160333,"2,000,000-5,000,000",South,0.0289626036433165
2021-04-07,173.70671768466215,"2,000,000-5,000,000",South,0.0263873003794884
2021-04-14,156.15707645958457,"2,000,000-5,000,000",South,0.0289626036433165
2021-04-21,131.31390897396147,"2,000,000-5,000,000",South,0.0263873003794884
2021-04-28,103.62342526541096,"2,000,000-5,000,000",South,0.0295271800989423
2021-05-05,78.52340303639936,"2,000,000-5,000,000",South,0.0344125520586038
2021-05-12,60.89464336184852,"2,000,000-5,000,000",South,0.0337777546507858
2021-05-19,48.23983761337605,"2,000,000-5,000,000",South,0.0344125520586038
2021-05-26,40.66635704461053,"2,000,000-5,000,000",South,0.0337777546507858
2021-06-02,44.2542109652992,"2,000,000-5,000,000",South,0.0344125520586038
2021-06-09,54.56818644950573,"2,000,000-5,000,000",South,0.0355620489828619
2021-06-16,67.50876682355174,"2,000,000-5,000,000",South,0.0365660079679192
2021-06-23,67.04383490962779,"2,000,000-5,000,000",South,0.0359312105601012
2021-06-30,78.17735722385933,"2,000,000-5,000,000",South,0.0359312105601012
2021-07-07,110.7644244848578,"2,000,000-5,000,000",South,0.0347043020581464
2021-07-14,181.17723649816824,"2,000,000-5,000,000",South,0.0353390994659644
2021-07-21,321.5687728287947,"2,000,000-5,000,000",South,0.0347043020581464
2021-07-28,475.3129556031176,"2,000,000-5,000,000",South,0.0353390994659644
2021-08-04,656.2494254610239,"2,000,000-5,000,000",South,0.0347043020581464
2021-08-11,745.8428038233563,"2,000,000-5,000,000",South,0.0353390994659644
2021-08-18,875.0185354175865,"2,000,000-5,000,000",South,0.0347043020581464
2021-08-25,1050.1330162743852,"2,000,000-5,000,000",South,0.0284543564292265
2021-09-01,1207.2859219155353,"2,000,000-5,000,000",South,0.0278195590214085
2021-09-08,1068.399878174407,"2,000,000-5,000,000",South,0.0284543564292265
2021-09-15,728.0759206906629,"2,000,000-5,000,000",South,0.0278195590214085
2021-09-22,424.80236742976336,"2,000,000-5,000,000",South,0.0285145458168199
2021-09-29,321.4834229022913,"2,000,000-5,000,000",South,0.0283841354770342
2021-10-06,283.6259768095396,"2,000,000-5,000,000",South,0.0332695074366957
2021-10-13,240.4561685503905,"2,000,000-5,000,000",South,0.0326347100288777
2021-10-20,213.9925091800209,"2,000,000-5,000,000",South,0.0284543564292265
2021-10-27,245.40124228762576,"2,000,000-5,000,000",South,0.0278195590214085
2021-11-03,269.3418623691361,"2,000,000-5,000,000",South,0.0284543564292265
2021-11-10,278.35288921287497,"2,000,000-5,000,000",South,0.0278195590214085
2021-11-17,290.23958327899373,"2,000,000-5,000,000",South,0.0284543564292265
2021-11-24,399.0230109701358,"2,000,000-5,000,000",South,0.0278195590214085
2021-12-01,553.9598125036672,"2,000,000-5,000,000",South,0.0278195590214085
2021-12-08,795.4394644398693,"2,000,000-5,000,000",South,0.0284543564292265
2021-12-15,1894.2623485919207,"2,000,000-5,000,000",South,0.0278195590214085
2021-12-22,2804.6788665670283,"2,000,000-5,000,000",South,0.024203781877383
2021-12-29,3299.9209367373583,"2,000,000-5,000,000",South,0.0278195590214085
2022-01-05,3962.4998882611694,"2,000,000-5,000,000",South,0.0284543564292265
2022-01-12,4224.776650263193,"500,000-1,000,000",South,0.0074606752234896
2020-03-11,2.5908471188516087,"1,000,000-2,000,000",West,0.0191455303840333
2020-03-18,6.702094820402736,"1,000,000-2,000,000",West,0.0191455303840333
2020-03-25,40.42715712480609,"1,000,000-2,000,000",West,0.024889559646164
2020-04-01,80.22656954333392,"1,000,000-2,000,000",West,0.0191386635204688
2020-04-08,93.77880118495274,"1,000,000-2,000,000",West,0.0223511175909796
2020-04-15,127.70317009785008,"2,000,000-5,000,000",West,0.0284869537505762
2020-04-22,158.50836197340686,"1,000,000-2,000,000",West,0.0244728763228859
2020-04-29,202.51710818414267,"2,000,000-5,000,000",West,0.0382352068740929
2020-05-06,157.21799614145542,"5,000,000-10,000,000",West,0.0788341592204593
2020-05-13,93.51552914544028,"5,000,000-10,000,000",West,0.0788570572747986
2020-05-20,44.92861517349231,"5,000,000-10,000,000",West,0.0712737551997346
2020-05-27,38.5569169940143,"2,000,000-5,000,000",West,0.053884712355254
2020-06-03,54.95307826511704,"2,000,000-5,000,000",West,0.0507259168245662
2020-06-10,74.09454795382625,"2,000,000-5,000,000",West,0.0450718332641796
2020-06-17,88.68700131560234,"2,000,000-5,000,000",West,0.0442544850447114
2020-06-24,77.40008630564836,"2,000,000-5,000,000",West,0.05168828605485
2020-07-01,59.83364317811666,"500,000-1,000,000",West,0.012257964119438
2020-07-08,49.0084863768617,"1,000,000-2,000,000",West,0.0141016786954204
2020-07-15,70.45525472742811,"200,000-500,000",West,0.0055198733923944
2020-07-22,82.0948257474187,"1,000,000-2,000,000",West,0.0136247507698673
2020-07-29,94.71123953577408,"1,000,000-2,000,000",West,0.0208916410461179
2020-08-05,95.25387574364622,"1,000,000-2,000,000",West,0.020883025557445
2020-08-12,92.31891088336596,"2,000,000-5,000,000",West,0.0408009504556049
2020-08-19,94.02820392055776,"2,000,000-5,000,000",West,0.0369123911251123
2020-08-26,87.79043832005,"2,000,000-5,000,000",West,0.0314916149979856
2020-09-02,87.7386226213351,"2,000,000-5,000,000",West,0.0353880239959356
2020-09-09,74.61925910837762,"2,000,000-5,000,000",West,0.0376845558928742
2020-09-16,63.71160975315579,"2,000,000-5,000,000",West,0.0369132845831969
2020-09-23,65.30642454786387,"2,000,000-5,000,000",West,0.0365197162969358
2020-09-30,74.16568093229522,"2,000,000-5,000,000",West,0.0396478406879484
2020-10-07,107.72038426400415,"2,000,000-5,000,000",West,0.0369496866183004
2020-10-14,152.4996335220729,"2,000,000-5,000,000",West,0.0364501669668941
2020-10-21,175.17874554044877,"2,000,000-5,000,000",West,0.0366408053947713
2020-10-28,210.6303797466353,"2,000,000-5,000,000",West,0.0373039938035873
2020-11-04,398.9110224685166,"2,000,000-5,000,000",West,0.0373196931385022
2020-11-11,510.468800782704,"2,000,000-5,000,000",West,0.0282991233338219
2020-11-18,558.1426546312861,"2,000,000-5,000,000",West,0.0367721309695189
2020-11-25,449.73295958743694,"2,000,000-5,000,000",West,0.0370339014246163
2020-12-02,426.2956731769712,"2,000,000-5,000,000",West,0.0379229432735293
2020-12-09,486.541918326051,"2,000,000-5,000,000",West,0.0368697731744775
2020-12-16,517.7275206932059,"2,000,000-5,000,000",West,0.0368988233259135
2020-12-23,552.7836115853772,"2,000,000-5,000,000",West,0.0292131564817295
2020-12-30,517.8397655550735,"200,000-500,000",West,0.0042747884967731
2021-01-06,490.0928627422957,"1,000,000-2,000,000",West,0.0253840504049228
2021-01-13,396.1018372613524,"1,000,000-2,000,000",West,0.0248562974780435
2021-01-20,300.94326538074256,"2,000,000-5,000,000",West,0.0284269388946657
2021-01-27,189.07577580556423,"2,000,000-5,000,000",West,0.02623524792211
2021-02-03,159.83845772650284,"200,000-500,000",West,0.0057751981855959
2021-02-10,113.23568443620788,"100,000-200,000",West,0.0015101866730056
2021-02-17,89.68805876922761,"200,000-500,000",West,0.0054887938147377
2021-02-24,52.82732836091117,"200,000-500,000",West,0.0055141552606531
2021-03-03,43.975265715510574,"200,000-500,000",West,0.0054830501556225
2021-03-10,53.437723541722754,"100,000-200,000",West,0.0015101866730056
2021-03-17,73.84421500048947,"200,000-500,000",West,0.0058423479424962
2021-03-24,99.30616286372442,"200,000-500,000",West,0.0055141552606531
2021-03-31,106.99103670677349,"200,000-500,000",West,0.0054669296190391
2021-04-07,107.32724708212982,"200,000-500,000",West,0.0058155186725847
2021-04-14,117.96443378628516,"200,000-500,000",West,0.0054069147631286
2021-04-21,120.6937408975988,"200,000-500,000",West,0.0054669296190391
2021-04-28,109.91244820771485,"200,000-500,000",West,0.0053815533172133
2021-05-05,77.60939623848436,"200,000-500,000",West,0.0055141552606531
2021-05-12,65.82854137689743,"200,000-500,000",West,0.0054669296190391
2021-05-19,70.52858504365567,"200,000-500,000",West,0.0055360194563516
2021-05-26,71.47950768253868,"100,000-200,000",West,0.0020717888976039
2021-06-02,62.91865644966657,"200,000-500,000",West,0.0054069147631286
2021-06-09,58.51827131564094,"2,000,000-5,000,000",West,0.0374790222423582
2021-06-16,73.83569473594105,"2,000,000-5,000,000",West,0.0414266902069897
2021-06-23,83.25434314136083,"2,000,000-5,000,000",West,0.0437177720096123
2021-06-30,86.97367586936288,"2,000,000-5,000,000",West,0.0402560558971884
2021-07-07,93.51644085991688,"2,000,000-5,000,000",West,0.0440229900549946
2021-07-14,134.714579399175,"2,000,000-5,000,000",West,0.0441070644607543
2021-07-21,211.8690500659576,"2,000,000-5,000,000",West,0.043839665219724
2021-07-28,300.35439483479405,"2,000,000-5,000,000",West,0.0441231849973377
2021-08-04,402.8964215091293,"2,000,000-5,000,000",West,0.043839665219724
2021-08-11,489.90304482931634,"2,000,000-5,000,000",West,0.0439087550570365
2021-08-18,582.6723484960798,"2,000,000-5,000,000",West,0.043839665219724
2021-08-25,742.3368424537784,"200,000-500,000",West,0.0049161510009513
2021-09-01,730.2383963357587,"100,000-200,000",West,0.0014482572640567
2021-09-08,692.051387460593,"200,000-500,000",West,0.005251835967018
2021-09-15,490.93214421035646,"200,000-500,000",West,0.0052990616086319
2021-09-22,461.1335791738226,"200,000-500,000",West,0.0052773633408633
2021-09-29,489.57655356302615,"200,000-500,000",West,0.0053245889824773
2021-10-06,455.0185904687067,"200,000-500,000",West,0.0052773633408633
2021-10-13,454.4887684029215,"200,000-500,000",West,0.0053245889824773
2021-10-20,615.7700003400895,"200,000-500,000",West,0.0044349600039659
2021-10-27,790.6997165197067,"200,000-500,000",West,0.0044821856455798
2021-11-03,813.4327682917465,"200,000-500,000",West,0.0051497264716365
2021-11-10,718.9922775933063,"200,000-500,000",West,0.0043545487763529
2021-11-17,938.30392076044,"200,000-500,000",West,0.0051497264716365
2021-11-24,1037.735344894888,"200,000-500,000",West,0.0043290214025076
2021-12-01,886.1480913000374,"200,000-500,000",West,0.005171424739405
2021-12-08,674.349022269113,"200,000-500,000",West,0.0051241990977911
2021-12-15,672.6876699613127,"200,000-500,000",West,0.005171424739405
2021-12-22,1710.9073181250642,"100,000-200,000",West,0.0012950930209844
2021-12-29,2965.1278152485206,"200,000-500,000",West,0.0043290214025076
2022-01-05,3199.340963384071,"200,000-500,000",West,0.005251835967018
2022-01-12,3056.697349073196,"20,000-50,000",West,0.0002612343802466
